time [s]	total_relief [m]	mean incision[m/s]	mean diffusion [m/s]	energy expenditure [J/s]
2.619280800000000000e+12	6.425386734020440826e+01	7.642175375653578114e-13	0.000000000000000000e+00	1.859889087738967501e+05
2.650838400000000000e+12	6.531867855395596223e+01	7.743644886993885730e-13	0.000000000000000000e+00	1.891068571418870706e+05
2.682396000000000000e+12	6.637970056504190097e+01	7.836671309925078154e-13	0.000000000000000000e+00	1.913187555479211733e+05
2.713953600000000000e+12	6.743714480610177020e+01	7.930477590372862054e-13	0.000000000000000000e+00	1.944768877069972514e+05
2.745511200000000000e+12	6.849121094659544440e+01	8.031249195282658110e-13	0.000000000000000000e+00	1.971851011864043248e+05
2.777068800000000000e+12	6.954208754752542632e+01	8.123064951759593052e-13	0.000000000000000000e+00	1.994201155358714459e+05
2.808626400000000000e+12	7.058995267970952625e+01	8.229982113268531209e-13	0.000000000000000000e+00	2.031249329955092689e+05
2.840184000000000000e+12	7.168452779209647474e+01	8.331702431066841211e-13	0.000000000000000000e+00	2.058707946843804093e+05
2.871741600000000000e+12	7.277340184675159662e+01	8.418463618653592186e-13	0.000000000000000000e+00	2.076277063020070491e+05
2.903299200000000000e+12	7.385690779174674958e+01	8.538493305524412345e-13	0.000000000000000000e+00	2.129317699073104304e+05
2.934856800000000000e+12	7.502692919962325391e+01	8.678325931573693498e-13	0.000000000000000000e+00	2.193361590282124816e+05
2.966414400000000000e+12	7.625650366095801758e+01	8.763758932114858325e-13	0.000000000000000000e+00	2.211510252349566144e+05
