time [s]	total_relief [m]	mean incision[m/s]	mean diffusion [m/s]	energy expenditure [J/s]
2.616000000000000000e+04	8.635927267371107385e-02	1.643702565957982321e-06	-6.033371230076451052e-09	1.514010551538528268e-03
2.622000000000000000e+04	8.651637973189342523e-02	1.647833879520379874e-06	-6.036770768286362957e-09	1.515785721193462551e-03
2.628000000000000000e+04	8.667323451603053952e-02	1.651812420129898812e-06	-6.040116980025050557e-09	1.517554339276908819e-03
2.634000000000000000e+04	8.682983641886134196e-02	1.655741339934081056e-06	-6.043422308221062433e-09	1.519331745352646857e-03
2.640000000000000000e+04	8.698618717173485504e-02	1.659624739629986280e-06	-6.046687408534601335e-09	1.521118270065963856e-03
2.646000000000000000e+04	8.714228486144551256e-02	1.663650280337329714e-06	-6.049916617884192729e-09	1.522839396441991004e-03
2.652000000000000000e+04	8.729810866504673916e-02	1.667694911272519510e-06	-6.053104401525220000e-09	1.524583987161765020e-03
2.658000000000000000e+04	8.745368081687419914e-02	1.671793037295233409e-06	-6.056415204273392660e-09	1.526352456190981609e-03
2.664000000000000000e+04	8.760899830669507948e-02	1.675713121178009434e-06	-6.059690762376489759e-09	1.528084623374756194e-03
2.670000000000000000e+04	8.776404459782068124e-02	1.679882913823044508e-06	-6.062930390698428865e-09	1.529810647490886149e-03
2.676000000000000000e+04	8.791882653935427505e-02	1.684620041865371736e-06	-6.066258762084615039e-09	1.531559838775260231e-03
2.682000000000000000e+04	8.807334975694916523e-02	1.688729660383442967e-06	-6.069553548898661012e-09	1.533287072591691053e-03
2.688000000000000000e+04	8.822760110590760485e-02	1.692962984433222530e-06	-6.072812324261819222e-09	1.534992982244136285e-03
2.694000000000000000e+04	8.838157988177790247e-02	1.696969585820793254e-06	-6.076083946393899904e-09	1.536707413837629533e-03
2.700000000000000000e+04	8.853529228307566168e-02	1.701176937382260884e-06	-6.079322248150064685e-09	1.538386138594746667e-03
2.706000000000000000e+04	8.868872521433013301e-02	1.705278067190271721e-06	-6.082540806799651918e-09	1.540087430428462283e-03
2.712000000000000000e+04	8.884189348752560833e-02	1.709290309478611716e-06	-6.085737172808480140e-09	1.541797185489113568e-03
2.718000000000000000e+04	8.899479122701869915e-02	1.713163312629058408e-06	-6.088577670439369226e-09	1.543501548723263299e-03
2.724000000000000000e+04	8.914741395566075366e-02	1.717422351477236508e-06	-6.091416209308035204e-09	1.545155281708777929e-03
2.730000000000000000e+04	8.929974925936730312e-02	1.721326995409617219e-06	-6.094233682475224877e-09	1.546846544446133951e-03
2.736000000000000000e+04	8.945181971821827838e-02	1.725363627006661822e-06	-6.097054965319403223e-09	1.548547431000560923e-03
2.742000000000000000e+04	8.960361549938797299e-02	1.729385322595970715e-06	-6.099881252723356734e-09	1.550226565610468002e-03
2.748000000000000000e+04	8.975512881065227100e-02	1.733443445526675921e-06	-6.102712482197884851e-09	1.551884293725858642e-03
2.754000000000000000e+04	8.990635910297362088e-02	1.737635617974222802e-06	-6.105546513574027643e-09	1.553506183355367202e-03
2.760000000000000000e+04	9.005730173928264137e-02	1.741568126938321687e-06	-6.108367765112419161e-09	1.555166636944962022e-03
2.766000000000000000e+04	9.020797544620215436e-02	1.745717353950509904e-06	-6.111180603541560319e-09	1.556805551109791781e-03
2.772000000000000000e+04	9.035836330038009290e-02	1.749865772880797058e-06	-6.114007097113480429e-09	1.558453476684786053e-03
2.778000000000000000e+04	9.050847346684974537e-02	1.753920708733588341e-06	-6.116837187874976974e-09	1.560064254241437260e-03
2.784000000000000000e+04	9.065829334716021815e-02	1.758118159500861661e-06	-6.119672082092755766e-09	1.561683638771489387e-03
2.790000000000000000e+04	9.080783474808855338e-02	1.762631458222364409e-06	-6.122522518504222663e-09	1.563327067567479378e-03
2.796000000000000000e+04	9.095710043401211697e-02	1.766792691688845972e-06	-6.125403835439603673e-09	1.564918450521137535e-03
2.802000000000000000e+04	9.110607092529647566e-02	1.770854191079454457e-06	-6.128660032065074741e-09	1.566503589439975251e-03
2.808000000000000000e+04	9.125475847422029330e-02	1.774943035399916318e-06	-6.131900340229084937e-09	1.568067658335765271e-03
2.814000000000000000e+04	9.140315825824102403e-02	1.778945418504335520e-06	-6.135128699046421732e-09	1.569685103628534707e-03
2.820000000000000000e+04	9.155128976792163698e-02	1.783120504360748550e-06	-6.138353137377100784e-09	1.571237034926828207e-03
2.826000000000000000e+04	9.169912123913431801e-02	1.787134968310396717e-06	-6.141574708718921823e-09	1.572827208696930129e-03
2.832000000000000000e+04	9.184668135079900042e-02	1.791028143211298514e-06	-6.144797753022004097e-09	1.574411182259241506e-03
2.838000000000000000e+04	9.199395692518431977e-02	1.794866437431817261e-06	-6.148032941838954626e-09	1.576003784647512628e-03
2.844000000000000000e+04	9.214095294849525275e-02	1.798902145999374675e-06	-6.151268905302727817e-09	1.577545827215005121e-03
2.850000000000000000e+04	9.228765386669260384e-02	1.803465691566612448e-06	-6.154501744925905724e-09	1.579036661865173370e-03
2.856000000000000000e+04	9.243406077064908466e-02	1.807802791611938676e-06	-6.157716394194708530e-09	1.580580389085914144e-03
2.862000000000000000e+04	9.258020067717656620e-02	1.811988136098103915e-06	-6.160927007282905518e-09	1.582132024460592172e-03
2.868000000000000000e+04	9.272606120378101835e-02	1.816433312370935862e-06	-6.164173792727366632e-09	1.583633133549553883e-03
2.874000000000000000e+04	9.287162835144990858e-02	1.820435821679726572e-06	-6.167421463854945458e-09	1.585186500048687717e-03
2.880000000000000000e+04	9.301693009962745673e-02	1.824213979531766261e-06	-6.170053348298136730e-09	1.586734091101036455e-03
2.886000000000000000e+04	9.316195019335635208e-02	1.828218623073276638e-06	-6.172740758899243463e-09	1.588275847529976425e-03
2.892000000000000000e+04	9.330669040821325255e-02	1.832370385354338296e-06	-6.175488560185789665e-09	1.589751321958385007e-03
2.898000000000000000e+04	9.345113580415988219e-02	1.836339255374545994e-06	-6.179038955032129549e-09	1.591280076447005665e-03
2.904000000000000000e+04	9.359531868602823101e-02	1.840666282475325552e-06	-6.182611832730951370e-09	1.592772919115075609e-03
2.910000000000000000e+04	9.373921511591731814e-02	1.844913159443656474e-06	-6.186215958160540528e-09	1.594229168724280166e-03
2.916000000000000000e+04	9.388282752260780628e-02	1.848996133452770928e-06	-6.189847563358249445e-09	1.595723537683593025e-03
2.922000000000000000e+04	9.402617571213316150e-02	1.853232468974299368e-06	-6.193518507638608743e-09	1.597181527513262273e-03
2.928000000000000000e+04	9.416924058596863600e-02	1.857926864827830360e-06	-6.197310695681262509e-09	1.598527933161337676e-03
2.934000000000000000e+04	9.431200511194082203e-02	1.862035230897274731e-06	-6.201190140297852818e-09	1.600001891739912148e-03
2.940000000000000000e+04	9.445451854416125892e-02	1.865911586990582685e-06	-6.205066256340721968e-09	1.601500245880037960e-03
2.946000000000000000e+04	9.459676933910986241e-02	1.869943984003138443e-06	-6.208943296435671795e-09	1.602948116251273454e-03
2.952000000000000000e+04	9.473874001355178653e-02	1.873904121476093699e-06	-6.212719485487092860e-09	1.604389304023199096e-03
2.958000000000000000e+04	9.488044377800666784e-02	1.877842593073709940e-06	-6.216490230938004096e-09	1.605854311352839219e-03
2.964000000000000000e+04	9.502188862278744541e-02	1.881962299648506292e-06	-6.220043917569274398e-09	1.607253543481097042e-03
2.970000000000000000e+04	9.516305241940850590e-02	1.886035801537198864e-06	-6.223655614782209963e-09	1.608705434760547646e-03
2.976000000000000000e+04	9.530396842174604366e-02	1.890144930335502815e-06	-6.227304035497444579e-09	1.610076418523116335e-03
2.982000000000000000e+04	9.544460152190939461e-02	1.894159247529813481e-06	-6.230977562929705617e-09	1.611501291850425763e-03
2.988000000000000000e+04	9.558498992833497354e-02	1.898055915252878452e-06	-6.234684360630057895e-09	1.612919546400751886e-03
2.994000000000000000e+04	9.572511757021068268e-02	1.902144750264316085e-06	-6.238424201337195927e-09	1.614301871941150853e-03
3.000000000000000000e+04	9.586497958498274574e-02	1.906019300922090197e-06	-6.242186664954365543e-09	1.615722851499693880e-03
3.006000000000000000e+04	9.600459697559612926e-02	1.910233719401511792e-06	-6.245965944237589409e-09	1.617122570546885912e-03
3.012000000000000000e+04	9.614395506124276403e-02	1.913963090125338807e-06	-6.249777307181526521e-09	1.618515995379566155e-03
3.018000000000000000e+04	9.628306045889503673e-02	1.917942138125608693e-06	-6.253608352319594937e-09	1.619874087553653443e-03
3.024000000000000000e+04	9.642190685461111965e-02	1.921861565079601183e-06	-6.257469131005929746e-09	1.621240639486636959e-03
3.030000000000000000e+04	9.656050814210172251e-02	1.926056622914059569e-06	-6.261372180965173831e-09	1.622586889636811131e-03
3.036000000000000000e+04	9.669885787878881866e-02	1.930006412916308930e-06	-6.265294131620914152e-09	1.623971338644543709e-03
3.042000000000000000e+04	9.683697401669243143e-02	1.933931704349571815e-06	-6.269240634166169465e-09	1.625334267212890033e-03
3.048000000000000000e+04	9.697484231654887599e-02	1.938003557532924757e-06	-6.273212224447590153e-09	1.626691132068275140e-03
3.054000000000000000e+04	9.711246967373378391e-02	1.941863830189323586e-06	-6.277207371971696812e-09	1.628042077739274554e-03
3.060000000000000000e+04	9.724985780263328827e-02	1.945629946955589168e-06	-6.281225208332404500e-09	1.629386641862925035e-03
3.066000000000000000e+04	9.738700896605786972e-02	1.949535874623570873e-06	-6.285266781025390331e-09	1.630740447763940606e-03
3.072000000000000000e+04	9.752392923387911972e-02	1.953500600069321251e-06	-6.289334203961386905e-09	1.632058290696043225e-03
3.078000000000000000e+04	9.766060911837237679e-02	1.957396024770008503e-06	-6.293424824375964043e-09	1.633384925259958155e-03
3.084000000000000000e+04	9.779706309720542778e-02	1.961338236393537826e-06	-6.297705888859235479e-09	1.634676678265561608e-03
3.090000000000000000e+04	9.793328123669430008e-02	1.965125616622901465e-06	-6.302030838305527981e-09	1.636006217249254789e-03
3.096000000000000000e+04	9.806928594420119549e-02	1.969168002086994415e-06	-6.306414864447890029e-09	1.637300285907224064e-03
3.102000000000000000e+04	9.820505927242138833e-02	1.972970179478069133e-06	-6.310967268787763723e-09	1.638588073867210376e-03
3.108000000000000000e+04	9.834061259617504769e-02	1.977053059851613878e-06	-6.315545269862810849e-09	1.639840304112188821e-03
3.114000000000000000e+04	9.847594003903732685e-02	1.981039998780348375e-06	-6.320136575237345206e-09	1.641145563998228215e-03
3.120000000000000000e+04	9.861106781573598934e-02	1.985082744403203286e-06	-6.324779846949965573e-09	1.642415451535363937e-03
3.126000000000000000e+04	9.874597413805279167e-02	1.989102874251099304e-06	-6.329441823390151613e-09	1.643678639320437932e-03
3.132000000000000000e+04	9.888067075189703459e-02	1.992999516499301104e-06	-6.334131630281631783e-09	1.644935265707299192e-03
3.138000000000000000e+04	9.901515959117457299e-02	1.997153920182903046e-06	-6.338848776659651776e-09	1.646140813222471931e-03
3.144000000000000000e+04	9.914943189491126629e-02	2.000990092868767855e-06	-6.343725380321277020e-09	1.647399956962823349e-03
3.150000000000000000e+04	9.928351793056394703e-02	2.005018264984348892e-06	-6.348621173803848760e-09	1.648638160480564181e-03
3.156000000000000000e+04	9.941739972289910521e-02	2.009257477629651881e-06	-6.353331088818995896e-09	1.649840891940283858e-03
3.162000000000000000e+04	9.955107745757228732e-02	2.013006916258050421e-06	-6.358124690285691606e-09	1.651096394730741049e-03
3.168000000000000000e+04	9.968457699689230178e-02	2.016746289536007731e-06	-6.362936958190817090e-09	1.652345841099978020e-03
3.174000000000000000e+04	9.981788463689410251e-02	2.020604789576501724e-06	-6.367767974813046014e-09	1.653574712159056655e-03
3.180000000000000000e+04	9.995100039809741432e-02	2.024485845209945647e-06	-6.372617815586376497e-09	1.654783026707859180e-03
3.186000000000000000e+04	1.000839270943771064e-01	2.028571346782126055e-06	-6.377487981169159582e-09	1.655970773770203824e-03
3.192000000000000000e+04	1.002166676103111720e-01	2.032349497637149921e-06	-6.382382226126152973e-09	1.657166361000499523e-03
3.198000000000000000e+04	1.003492326057511264e-01	2.036100072915159937e-06	-6.387295017437577892e-09	1.658371122731738681e-03
3.204000000000000000e+04	1.004816246807792163e-01	2.039743909668896907e-06	-6.392284660304398176e-09	1.659569670787644459e-03
3.210000000000000000e+04	1.006138430537583811e-01	2.043345698963504161e-06	-6.397230982718085369e-09	1.660778065925392656e-03
3.216000000000000000e+04	1.007458947603996346e-01	2.047061826380652022e-06	-6.402185380304561998e-09	1.661980895045058653e-03
3.222000000000000000e+04	1.008777787293142630e-01	2.050857465049953237e-06	-6.406976899492900214e-09	1.663177981684271691e-03
3.228000000000000000e+04	1.010094982374438732e-01	2.054848091809858224e-06	-6.411838695493800083e-09	1.664324118223081510e-03
3.234000000000000000e+04	1.011410446768894467e-01	2.058879498331651359e-06	-6.416763278777422721e-09	1.665434840697390100e-03
3.240000000000000000e+04	1.012724255191049527e-01	2.062854439592987631e-06	-6.421746161100239896e-09	1.666583642258652638e-03
3.246000000000000000e+04	1.014036628549206953e-01	2.066618964333749629e-06	-6.426782252421797378e-09	1.667711803597663779e-03
3.252000000000000000e+04	1.015347435017050215e-01	2.070336251399528290e-06	-6.431871857949328741e-09	1.668878671140699380e-03
3.258000000000000000e+04	1.016656870246125249e-01	2.074191079791139695e-06	-6.437018227668475165e-09	1.670009350897077747e-03
3.264000000000000000e+04	1.017964762700191567e-01	2.077810460342357664e-06	-6.442227442192687642e-09	1.671149504532497840e-03
3.270000000000000000e+04	1.019271271260783346e-01	2.081708549639979450e-06	-6.447637985843713365e-09	1.672298511578701723e-03
3.276000000000000000e+04	1.020576419346360675e-01	2.085518180613520011e-06	-6.453095917457757581e-09	1.673456518982259326e-03
3.282000000000000000e+04	1.021880240662708245e-01	2.089342844950483662e-06	-6.458601002349068364e-09	1.674564525639155596e-03
3.288000000000000000e+04	1.023182611949476767e-01	2.093040001456475648e-06	-6.464141173533771012e-09	1.675667007554942608e-03
3.294000000000000000e+04	1.024483688331940534e-01	2.096694647340780769e-06	-6.469740325568686397e-09	1.676778031135610662e-03
3.300000000000000000e+04	1.025783533100019101e-01	2.100372843539000201e-06	-6.475382864742738838e-09	1.677838552950613104e-03
3.306000000000000000e+04	1.027082023477578210e-01	2.104458167879591948e-06	-6.481060791360984205e-09	1.678923636677698544e-03
3.312000000000000000e+04	1.028379392496847622e-01	2.108955606573369045e-06	-6.486777687502946931e-09	1.680017013304812342e-03
3.318000000000000000e+04	1.029675622762150911e-01	2.112829300364552713e-06	-6.492537025861841012e-09	1.681088380575276008e-03
3.324000000000000000e+04	1.030970673725880443e-01	2.116687680570937249e-06	-6.498337260480626175e-09	1.682212934111372224e-03
3.330000000000000000e+04	1.032264774037723876e-01	2.120398335370775600e-06	-6.504216973331632923e-09	1.683286945690585503e-03
3.336000000000000000e+04	1.033557675245918156e-01	2.124051626761118594e-06	-6.510147525503768233e-09	1.684355639905060374e-03
3.342000000000000000e+04	1.034849540936041562e-01	2.127849606288835627e-06	-6.516127775768910733e-09	1.685418607452659080e-03
3.348000000000000000e+04	1.036140394187559932e-01	2.131501010002815861e-06	-6.522261263254279080e-09	1.686476237975657530e-03
3.354000000000000000e+04	1.037430269421074913e-01	2.135245510767631685e-06	-6.528428200696449484e-09	1.687527237021435545e-03
3.360000000000000000e+04	1.038719198697074242e-01	2.138876449713972524e-06	-6.534629261703141944e-09	1.688588041242005018e-03
3.366000000000000000e+04	1.040007253176623847e-01	2.142736431939400996e-06	-6.540871741125312503e-09	1.689613613666284854e-03
3.372000000000000000e+04	1.041294347033536460e-01	2.146632667232581627e-06	-6.547145584212419995e-09	1.690647456891617622e-03
3.378000000000000000e+04	1.042580634112399707e-01	2.150227835068788008e-06	-6.553522215944419373e-09	1.691690659239718838e-03
3.384000000000000000e+04	1.043866138950898803e-01	2.153994972135531217e-06	-6.559924943236027244e-09	1.692697658101626314e-03
3.390000000000000000e+04	1.045150778018125171e-01	2.157689644395080968e-06	-6.566357624685458085e-09	1.693713320071693444e-03
3.396000000000000000e+04	1.046434703029297808e-01	2.161418278385504376e-06	-6.572818529557487242e-09	1.694739429326175316e-03
3.402000000000000000e+04	1.047717937151841222e-01	2.165281254432361847e-06	-6.579312742824145473e-09	1.695715095660085521e-03
3.408000000000000000e+04	1.049000356531265277e-01	2.169051942078844011e-06	-6.585846127329301278e-09	1.696689009091570518e-03
3.414000000000000000e+04	1.050282151885726933e-01	2.172733183459882728e-06	-6.592415749704654913e-09	1.697682075590705841e-03
3.420000000000000000e+04	1.051563342673817181e-01	2.176349838790410036e-06	-6.599008309394359927e-09	1.698669916404638679e-03
3.426000000000000000e+04	1.052843920567227698e-01	2.179956104436193906e-06	-6.605627048917467035e-09	1.699666732409289534e-03
3.432000000000000000e+04	1.054123953541141884e-01	2.183424933429079628e-06	-6.612271475345055097e-09	1.700643406215831535e-03
3.438000000000000000e+04	1.055403389285616833e-01	2.187122597273009211e-06	-6.619101883661739275e-09	1.701614987145283215e-03
3.444000000000000000e+04	1.056682297778393370e-01	2.190766296015240220e-06	-6.625959600711903498e-09	1.702595222478608776e-03
3.450000000000000000e+04	1.057960741836985047e-01	2.194591514614940043e-06	-6.632855293774819797e-09	1.703539974939294235e-03
3.456000000000000000e+04	1.059238630772788015e-01	2.198098143147928702e-06	-6.639813191347915201e-09	1.704479008335771590e-03
3.462000000000000000e+04	1.060516074360193656e-01	2.203019715154644461e-06	-6.646837444041091977e-09	1.705412189620849088e-03
3.468000000000000000e+04	1.061793093963847717e-01	2.206320324277817896e-06	-6.653897098523122632e-09	1.706368410931104673e-03
3.474000000000000000e+04	1.063069794829112347e-01	2.209714508623682958e-06	-6.661005531728822037e-09	1.707304276871269601e-03
3.480000000000000000e+04	1.064346083384369451e-01	2.213392963667108165e-06	-6.668231035904359870e-09	1.708219928586352529e-03
3.486000000000000000e+04	1.065621992348927266e-01	2.216587861049186774e-06	-6.675490531996238856e-09	1.709130293701081361e-03
3.492000000000000000e+04	1.066897585237265023e-01	2.220032804935799791e-06	-6.682781831862438962e-09	1.710049880918215488e-03
3.498000000000000000e+04	1.068172925791100319e-01	2.223397068459622652e-06	-6.690151209611668393e-09	1.710964588140819614e-03
3.504000000000000000e+04	1.069448000514349600e-01	2.227096600704508833e-06	-6.697557048721359171e-09	1.711874044810038223e-03
3.510000000000000000e+04	1.070722838262478660e-01	2.230812012108536521e-06	-6.704997591956053561e-09	1.712763174573447020e-03
3.516000000000000000e+04	1.071997426391776420e-01	2.234147691447749047e-06	-6.712464450350115746e-09	1.713676225334554966e-03
3.522000000000000000e+04	1.073271909952988878e-01	2.237521417455886942e-06	-6.719895789426231120e-09	1.714584116856329851e-03
3.528000000000000000e+04	1.074546232537965107e-01	2.241216245421205118e-06	-6.727366891735774103e-09	1.715456717916491415e-03
3.534000000000000000e+04	1.075820348665510184e-01	2.244624377113387100e-06	-6.734852966832034282e-09	1.716323932184452960e-03
3.540000000000000000e+04	1.077094365282102589e-01	2.247932542127141123e-06	-6.742357311439536300e-09	1.717200481625215944e-03
3.546000000000000000e+04	1.078368344054281003e-01	2.251174304182715280e-06	-6.749891967577127634e-09	1.718071993880086138e-03
3.552000000000000000e+04	1.079642272875113856e-01	2.254649418425962165e-06	-6.757457023489087850e-09	1.718938539079428816e-03
3.558000000000000000e+04	1.080916181253927660e-01	2.258182732004796191e-06	-6.765065243354775710e-09	1.719814722312863016e-03
3.564000000000000000e+04	1.082190134937467685e-01	2.261618020332818531e-06	-6.772711390602440254e-09	1.720670428489062039e-03
3.570000000000000000e+04	1.083464082147821694e-01	2.265012458846563691e-06	-6.780408282638666395e-09	1.721520774077202982e-03
3.576000000000000000e+04	1.084738093222787081e-01	2.268391097689084551e-06	-6.788181022372673720e-09	1.722365526959671218e-03
3.582000000000000000e+04	1.086012192892363420e-01	2.271670664377716223e-06	-6.795984166821638425e-09	1.723205396266912735e-03
3.588000000000000000e+04	1.087286409381489766e-01	2.274873701208034064e-06	-6.803824661147039216e-09	1.724026031342877976e-03
3.594000000000000000e+04	1.088560731323290343e-01	2.278506413315634278e-06	-6.811762537952956080e-09	1.724855656938728641e-03
3.600000000000000000e+04	1.089835265652352170e-01	2.281606146411945530e-06	-6.819840228505082683e-09	1.725680062740173352e-03
3.606000000000000000e+04	1.091109997052298053e-01	2.284910270031247168e-06	-6.827932015520002539e-09	1.726499536699490885e-03
3.612000000000000000e+04	1.092384955786453171e-01	2.288089396574904372e-06	-6.836066049301963304e-09	1.727313899152749287e-03
3.618000000000000000e+04	1.093660025045181811e-01	2.291028557285569007e-06	-6.844240856258491317e-09	1.728123713679435023e-03
3.624000000000000000e+04	1.094935408610992339e-01	2.294239249559374587e-06	-6.852451411783279520e-09	1.728943203554357327e-03
3.630000000000000000e+04	1.096211156585128188e-01	2.297424155777040787e-06	-6.860702620363037354e-09	1.729727700716088799e-03
3.636000000000000000e+04	1.097487176902149919e-01	2.300789325156076604e-06	-6.868993500010884617e-09	1.730508047203614674e-03
3.642000000000000000e+04	1.098763576486228299e-01	2.304159542592197461e-06	-6.878201022991520691e-09	1.731283226502416776e-03
3.648000000000000000e+04	1.100040374582297031e-01	2.307503780521797372e-06	-6.887411307291893542e-09	1.732096934248213106e-03
3.654000000000000000e+04	1.101317713509354090e-01	2.310535297178255306e-06	-6.896609764048162357e-09	1.732891350561253712e-03
3.660000000000000000e+04	1.102595457131934631e-01	2.313622978080639539e-06	-6.905796940756771715e-09	1.733651861850596864e-03
3.666000000000000000e+04	1.103873599728176919e-01	2.316897843055844576e-06	-6.914977249129153755e-09	1.734406733906413908e-03
3.672000000000000000e+04	1.105152243069471574e-01	2.320142853678832898e-06	-6.924151314379494274e-09	1.735171550534020694e-03
3.678000000000000000e+04	1.106431446849644867e-01	2.323255683507980187e-06	-6.933008077863930514e-09	1.735946405167753444e-03
3.684000000000000000e+04	1.107711234790034055e-01	2.327708135953319635e-06	-6.941307029533852804e-09	1.736701545090030187e-03
3.690000000000000000e+04	1.108991553763597343e-01	2.330922840198743836e-06	-6.950413750140389659e-09	1.737449801052522559e-03
3.696000000000000000e+04	1.110272470059174288e-01	2.334203788256610120e-06	-6.959701719760100744e-09	1.738177953962367038e-03
3.702000000000000000e+04	1.111553965773970226e-01	2.338334460638509722e-06	-6.969243047056429769e-09	1.738931054495186559e-03
3.708000000000000000e+04	1.112836183369211585e-01	2.341645479778488148e-06	-6.978970382855872477e-09	1.739677394985585275e-03
3.714000000000000000e+04	1.114119062485695866e-01	2.344743365571828814e-06	-6.988891998106630792e-09	1.740388908987734306e-03
3.720000000000000000e+04	1.115402553247692163e-01	2.348000919788476137e-06	-6.998959387803245658e-09	1.740992232125414176e-03
3.726000000000000000e+04	1.116686485719244476e-01	2.350947906648915904e-06	-7.009159997399257940e-09	1.741723979944595014e-03
3.732000000000000000e+04	1.117971511949222840e-01	2.354356583812190260e-06	-7.019492259022887380e-09	1.742451570499599931e-03
3.738000000000000000e+04	1.119257273730985824e-01	2.357734058958261482e-06	-7.029894018686139121e-09	1.743158418430926703e-03
3.744000000000000000e+04	1.120543777520338624e-01	2.360894630674794647e-06	-7.040439041556335362e-09	1.743875098050707293e-03
3.750000000000000000e+04	1.121831118122970095e-01	2.364298575805759977e-06	-7.051082063815867804e-09	1.744556684346591519e-03
3.756000000000000000e+04	1.123119196114392981e-01	2.367537414174417821e-06	-7.061588580900122738e-09	1.745263471290621482e-03
3.762000000000000000e+04	1.124408193241075576e-01	2.370363891699638822e-06	-7.072204956017910562e-09	1.745965379531346385e-03
3.768000000000000000e+04	1.125698042746219041e-01	2.373229257951861885e-06	-7.082907533088020174e-09	1.746647443177177508e-03
3.774000000000000000e+04	1.126988730533927813e-01	2.376014675913247389e-06	-7.093722554218605171e-09	1.747325115743476095e-03
3.780000000000000000e+04	1.128280314550275526e-01	2.379275098682982055e-06	-7.104734492738298364e-09	1.747998616653085539e-03
3.786000000000000000e+04	1.129572810908911346e-01	2.382449875253126928e-06	-7.115856694000717568e-09	1.748666507321977679e-03
3.792000000000000000e+04	1.130866237836237742e-01	2.385462762997256875e-06	-7.127017557952249409e-09	1.749314886913566755e-03
3.798000000000000000e+04	1.132160573530687775e-01	2.388247063417671524e-06	-7.138250136507005323e-09	1.749988624916206086e-03
3.804000000000000000e+04	1.133455953208916539e-01	2.391441137460073278e-06	-7.149552835136605881e-09	1.750658048771928542e-03
3.810000000000000000e+04	1.134752309621527983e-01	2.394217003257644383e-06	-7.160923560908033234e-09	1.751322525998135491e-03
3.816000000000000000e+04	1.136049663540433796e-01	2.396929978504157805e-06	-7.172389156659413171e-09	1.751968095628419477e-03
3.822000000000000000e+04	1.137347990027174488e-01	2.399910867302869570e-06	-7.183913300452633725e-09	1.752593994513262747e-03
3.828000000000000000e+04	1.138647305624231748e-01	2.402685160915173197e-06	-7.195467096530803762e-09	1.753245347982780459e-03
3.834000000000000000e+04	1.139947740748545602e-01	2.405660658314235156e-06	-7.207089422807959382e-09	1.753877748647567590e-03
3.840000000000000000e+04	1.141249187225175099e-01	2.408537650298209693e-06	-7.218852077467299840e-09	1.754520193108230009e-03
3.846000000000000000e+04	1.142551742750409771e-01	2.411710270223610677e-06	-7.230697780576222593e-09	1.755113548097548886e-03
3.852000000000000000e+04	1.143855259063683155e-01	2.414810650317502714e-06	-7.242719624134538577e-09	1.755686375005744782e-03
3.858000000000000000e+04	1.145159834152355144e-01	2.417833966611990336e-06	-7.254776572752466512e-09	1.756254745877158926e-03
3.864000000000000000e+04	1.146465512836282313e-01	2.420663309531385866e-06	-7.266584558306310877e-09	1.756878330546279279e-03
3.870000000000000000e+04	1.147772461645794329e-01	2.424022487184683615e-06	-7.278533952205200346e-09	1.757482470712160971e-03
3.876000000000000000e+04	1.149080489972324759e-01	2.426814974885535360e-06	-7.290558320927843593e-09	1.758066443205550354e-03
3.882000000000000000e+04	1.150389618423300203e-01	2.429537051046357298e-06	-7.302631114895135567e-09	1.758660646595052455e-03
3.888000000000000000e+04	1.151699931639948021e-01	2.432409637209586776e-06	-7.314748290158466121e-09	1.759251084272394272e-03
3.894000000000000000e+04	1.153011396615474943e-01	2.437828937258678801e-06	-7.326911410519240872e-09	1.759852489150065188e-03
3.900000000000000000e+04	1.154324063453664034e-01	2.440617610122749168e-06	-7.339176024703711202e-09	1.760430045727571363e-03
3.906000000000000000e+04	1.155637859848627630e-01	2.443412288674918686e-06	-7.351459384542365858e-09	1.761018339775331180e-03
3.912000000000000000e+04	1.156952875161782190e-01	2.446384932303171690e-06	-7.363797298590527781e-09	1.761587242081266713e-03
3.918000000000000000e+04	1.158269033849111396e-01	2.449434447748015982e-06	-7.376167890871740921e-09	1.762151458227496090e-03
3.924000000000000000e+04	1.159586385804401709e-01	2.452422678107651865e-06	-7.388583216352757204e-09	1.762711435186081971e-03
3.930000000000000000e+04	1.160904933998185840e-01	2.455316982724031061e-06	-7.401026288767321231e-09	1.763281435066904167e-03
3.936000000000000000e+04	1.162224723419863354e-01	2.458177818022998459e-06	-7.413598477348204511e-09	1.763847355523690593e-03
3.942000000000000000e+04	1.163545718153423114e-01	2.461186535690298614e-06	-7.426220974741025802e-09	1.764408841655396932e-03
3.948000000000000000e+04	1.164867924757143763e-01	2.465724778898066524e-06	-7.438851888967546819e-09	1.764950605210627212e-03
3.954000000000000000e+04	1.166191307475747257e-01	2.468562405370351034e-06	-7.451477625326946927e-09	1.765499999331028320e-03
3.960000000000000000e+04	1.167515949317652763e-01	2.471241487282990729e-06	-7.464118426435791965e-09	1.766044732078123200e-03
3.966000000000000000e+04	1.168841663722219176e-01	2.474201395334450580e-06	-7.476761863009973507e-09	1.766540488496184513e-03
3.972000000000000000e+04	1.170168518562178933e-01	2.477208825268502150e-06	-7.489295939411463771e-09	1.767061730149714670e-03
3.978000000000000000e+04	1.171496699004892644e-01	2.479920482429245529e-06	-7.501889848020342127e-09	1.767593323912847528e-03
